,Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change,Reference Cell Type
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.213,0.237,0.086,0.522,15.873221491248742,0.0,LSX GABA
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.203,0.231,0.079,0.482,16.107433692535245,0.0,STRd D1 Matrix MSN
61,Sex_codes,Vip_2,0.0,-0.089,0.132,0.044,0.49,15.969153078876598,0.0,Vip_14
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.236,0.255,0.093,0.507,16.107433692535245,0.0,STRd D1 Matrix MSN
63,Sex_codes,Vip_2,0.0,-0.125,0.082,0.036,0.514,29.07506290029818,0.0,Vip_14
96,APOE4_Status_codes,Vip_2,0.0,-0.153,0.108,0.049,0.507,16.102382072300614,0.0,Vip_13
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.244,0.247,0.091,0.513,15.835940654289605,0.0,BG LAMP5-CXCL14 GABA
171,CPS_AT8,Vip_2,0.0,-0.415,0.577,0.174,0.508,16.829093497927246,0.0,STR VIP GABA
171,CPS_AT8,Vip_2,0.0,-0.473,0.433,0.171,0.486,16.577366733082403,0.0,Vip_18
98,APOE4_Status_codes,Vip_2,0.0,-0.191,0.228,0.078,0.515,29.254659038849656,0.0333032228680533,Vip_19
171,CPS,Vip_2,0.0,-0.37,0.45,0.159,0.516,15.741215385488609,0.0,Vip_11
96,APOE4_Status_codes,Vip_2,0.0,-0.105,0.129,0.042,0.455,15.780011493444094,0.0,Vip_16
99,Sex_codes,Vip_2,0.0,-0.155,0.12,0.049,0.485,15.352371038999458,0.0,Vip_23
171,CPS_6e10,Vip_2,0.0,-0.311,0.397,0.145,0.535,15.59008657054933,0.0,STR PVALB-RSPO2 GABA
28,Age_at_Death_binned_codes,Vip_2,0.0,-0.208,0.297,0.099,0.513,28.6704450966602,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,15.893791777963337,0.0,Vip_2
135,APOE4_Status_codes,Vip_2,0.0,-0.143,0.127,0.049,0.48,15.6205417375292,0.0,STRd D1 Matrix MSN
171,CPS,Vip_2,0.0,-0.423,0.524,0.177,0.54,15.991735917208516,0.0,STRd D1 Striosome MSN
63,Sex_codes,Vip_2,0.0,-0.116,0.098,0.042,0.485,28.6704450966602,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,-0.123,0.097,0.041,0.455,15.483933001369124,0.0,Vip_14
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.237,0.218,0.085,0.519,15.850200722753176,0.0,Vip_23
61,Sex_codes,Vip_2,0.0,-0.103,0.162,0.048,0.496,20.59284429308769,0.0,Vip_13
171,CPS_AT8,Vip_2,0.0,-0.415,0.559,0.177,0.476,17.096950109029883,0.0,STR TAC3-PLPP4-LHX8 GABA
133,Braak_codes,Vip_2,0.0,-0.423,1.119,0.325,0.455,9.77502856295637,-1.5194202429047583,STR VIP GABA
171,CPS_AT8,Vip_2,0.0,-0.575,0.46,0.18,0.483,16.76422338805667,0.0,Vip_23
61,Sex_codes,Vip_2,0.0,-0.095,0.127,0.039,0.504,16.14035272500327,0.0,STRd D1 Matrix MSN
171,CPS,Vip_2,0.0,-0.339,0.59,0.181,0.53,15.850200722753176,0.0,Vip_23
135,APOE4_Status_codes,Vip_2,0.0,-0.106,0.147,0.05,0.485,15.850200722753176,0.0,Vip_23
135,APOE4_Status_codes,Vip_2,0.0,-0.136,0.135,0.048,0.473,16.068124564468736,0.0,STRd D2 Matrix MSN
61,Sex_codes,Vip_2,0.0,-0.107,0.111,0.04,0.481,15.967016784041608,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,-0.104,0.131,0.039,0.444,15.920907119329932,0.0,Vip_9
131,Thal_codes,Vip_2,0.0,-0.298,0.282,0.109,0.489,15.79351985622158,0.0,STR TAC3-PLPP4 GABA
96,APOE4_Status_codes,Vip_2,0.0,-0.131,0.123,0.044,0.488,15.772054947520804,0.0,STR FS PTHLH-PVALB GABA
61,Sex_codes,Vip_2,0.0,-0.108,0.096,0.039,0.466,16.18365685899557,0.0,STR TAC3-PLPP4-LHX8 GABA
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.213,0.269,0.086,0.502,15.963328367589623,0.0,Vip_13
96,APOE4_Status_codes,Vip_2,0.0,-0.133,0.14,0.051,0.501,16.749631639146997,0.0,STRd D2 Matrix MSN
96,APOE4_Status_codes,Vip_2,0.0,-0.12,0.115,0.041,0.458,16.065344818487123,0.0,Vip_6
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.22,0.297,0.093,0.502,16.613954167053148,0.0,Vip_13
171,CPS_6e10,Vip_2,0.0,-0.348,0.345,0.139,0.52,15.88019309414085,0.0,STR VIP GABA
131,ADNC_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,13.289611771472655,-0.7000843013687164,Vip_2
28,Age_at_Death_binned_codes,Vip_2,0.0,-0.243,0.218,0.091,0.518,29.024481173722258,0.0,Vip_12
61,Sex_codes,Vip_2,0.0,-0.111,0.1,0.041,0.468,15.780011493444094,0.0,Vip_16
99,Sex_codes,Vip_2,0.0,-0.116,0.123,0.043,0.487,15.902489244193456,0.0,STRd D2 Striosome MSN
133,Braak_codes,Vip_2,0.0,-0.452,0.962,0.269,0.419,10.183419859793329,-1.5047728622292889,STRv D2 MSN
135,APOE4_Status_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,15.893791777963337,0.0,Vip_2
135,APOE4_Status_codes,Vip_2,0.0,-0.103,0.16,0.047,0.481,17.096950109029883,0.0,STR TAC3-PLPP4-LHX8 GABA
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.344,0.288,0.115,0.544,16.841486328265535,0.0,Vip_14
96,APOE4_Status_codes,Vip_2,0.0,-0.154,0.158,0.06,0.502,20.42842383598596,0.0,Vip_23
131,Thal_codes,Vip_2,0.0,-0.434,0.349,0.15,0.502,16.236844300169988,0.0,STRd D2 Striosome MSN
135,APOE4_Status_codes,Vip_2,0.0,-0.117,0.116,0.045,0.486,16.840990696133428,0.0,STRv D1 MSN
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.265,0.253,0.099,0.513,15.492871788235488,0.0,Vip_12
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.138,0.242,0.07,0.501,16.749631639146997,0.0,STRd D2 Matrix MSN
135,APOE4_Status_codes,Vip_2,0.0,-0.139,0.157,0.051,0.483,15.88019309414085,0.0,STR VIP GABA
135,APOE4_Status_codes,Vip_2,0.0,-0.122,0.144,0.052,0.478,15.46703724066005,0.0,LSX GABA
171,CPS_AT8,Vip_2,0.0,-0.401,0.459,0.164,0.519,16.840990696133428,0.0,STRv D1 MSN
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.203,0.307,0.092,0.496,16.65711015966366,0.0,Vip_16
171,CPS,Vip_2,0.0,-0.305,0.295,0.114,0.524,15.78728635708294,0.0,STR FS PTHLH-PVALB GABA
99,Sex_codes,Vip_2,0.0,-0.13,0.121,0.048,0.473,16.691667946010767,0.0,STRd D1 Striosome MSN
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.185,0.299,0.09,0.515,15.815341857414763,0.0,STR PVALB-RSPO2 GABA
28,Age_at_Death_binned_codes,Vip_2,0.0,-0.168,0.286,0.091,0.543,21.218276797080105,0.0,STRd D1 Striosome MSN
131,ADNC_codes,Vip_2,0.0,-0.392,0.742,0.224,0.45,12.983294933875593,-0.6539213359454429,Vip_23
96,APOE4_Status_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,21.59029957068953,0.0,Vip_2
171,CPS_6e10,Vip_2,0.0,-0.326,0.388,0.136,0.508,15.64434561716044,0.0,STRd D1D2 Hybrid MSN
61,Sex_codes,Vip_2,0.0,-0.095,0.095,0.037,0.459,15.772054947520804,0.0,STR FS PTHLH-PVALB GABA
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.239,0.22,0.091,0.503,16.691667946010767,0.0,STRd D1 Striosome MSN
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.205,0.229,0.082,0.514,15.492871788235488,0.0,Vip_12
63,Sex_codes,Vip_2,0.0,-0.088,0.125,0.042,0.491,29.247346268801948,0.0,STRv D1 MSN
61,Sex_codes,Vip_2,0.0,-0.095,0.142,0.042,0.48,15.79351985622158,0.0,STR TAC3-PLPP4 GABA
135,APOE4_Status_codes,Vip_2,0.0,-0.122,0.123,0.047,0.485,15.956793802282732,0.0,STRv D1 NUDAP MSN
28,Age_at_Death_binned_codes,Vip_2,0.0,-0.161,0.298,0.092,0.507,28.93675090986021,0.0,Vip_23
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.191,0.267,0.083,0.515,15.79351985622158,0.0,STR TAC3-PLPP4 GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.135,0.249,0.073,0.488,15.92387962428587,0.0,Vip_23
133,Braak_codes,Vip_2,0.0,-0.479,0.932,0.277,0.391,10.146130352229122,-1.516340677768042,Vip_12
99,Sex_codes,Vip_2,0.0,-0.117,0.095,0.04,0.464,17.096950109029883,0.0,STR TAC3-PLPP4-LHX8 GABA
171,CPS,Vip_2,0.0,-0.457,0.406,0.167,0.545,15.815813956225965,0.0,Vip_12
131,Thal_codes,Vip_2,0.0,-0.328,0.344,0.125,0.475,15.967016784041608,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,-0.109,0.132,0.045,0.477,15.46703724066005,0.0,LSX GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,21.59029957068953,0.0,Vip_2
135,APOE4_Status_codes,Vip_2,0.0,-0.138,0.12,0.05,0.483,16.691667946010767,0.0,STRd D1 Striosome MSN
135,APOE4_Status_codes,Vip_2,0.0,-0.132,0.149,0.049,0.484,16.717560466595774,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,-0.087,0.105,0.035,0.482,15.78728635708294,0.0,STR FS PTHLH-PVALB GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.171,0.244,0.082,0.522,16.14035272500327,0.0,STRd D1 Matrix MSN
133,Braak_codes,Vip_2,0.0,-0.4,1.014,0.266,0.386,9.987583297197649,-1.5500981936312157,STRv D1 MSN
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.244,0.264,0.091,0.47,16.841486328265535,0.0,Vip_14
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.189,0.262,0.084,0.526,15.920907119329932,0.0,Vip_9
99,Sex_codes,Vip_2,0.0,-0.114,0.119,0.042,0.487,15.83536430328417,0.0,STRv D2 MSN
63,Sex_codes,Vip_2,0.0,-0.098,0.105,0.039,0.48,29.024481173722258,0.0,Vip_12
28,Age_at_Death_binned_codes,Vip_2,0.0,-0.219,0.212,0.088,0.545,29.247346268801948,0.0,STRv D1 MSN
96,APOE4_Status_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,16.337201875870104,0.0,Vip_2
171,CPS,Vip_2,0.0,-0.402,0.509,0.175,0.567,15.920907119329932,0.0,Vip_9
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.242,0.261,0.096,0.492,15.845262445798676,0.0,STRd D1 Striosome MSN
63,Age_at_Death_binned_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,15.893791777963337,0.0,Vip_2
135,APOE4_Status_codes,Vip_2,0.0,-0.119,0.17,0.053,0.458,16.613954167053148,0.0,Vip_13
61,Sex_codes,Vip_2,0.0,-0.143,0.128,0.049,0.519,16.749631639146997,0.0,STRd D2 Matrix MSN
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.225,0.277,0.098,0.549,15.963328367589623,0.0,Vip_13
171,CPS_AT8,Vip_2,0.0,-0.403,0.571,0.192,0.531,16.325683823166738,0.0,Vip_11
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.141,0.21,0.074,0.511,20.59284429308769,0.0,Vip_13
171,CPS,Vip_2,0.0,-0.316,0.515,0.177,0.579,15.12503437412122,-0.023111900301293,Vip_6
171,CPS,Vip_2,0.0,-0.458,0.422,0.165,0.528,15.835940654289605,0.0,BG LAMP5-CXCL14 GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.185,0.21,0.078,0.503,16.18365685899557,0.0,STR TAC3-PLPP4-LHX8 GABA
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.243,0.296,0.098,0.499,15.981917166295126,0.0,STRd D2 Striosome MSN
98,APOE4_Status_codes,Vip_2,0.0,-0.308,0.166,0.092,0.518,29.71046726125022,0.0337010163787592,Vip_12
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.182,0.265,0.085,0.514,15.967016784041608,0.0,STR SST-RSPO2 GABA
99,Sex_codes,Vip_2,0.0,-0.11,0.111,0.041,0.472,16.717560466595774,0.0,STR SST-RSPO2 GABA
98,APOE4_Status_codes,Vip_2,0.0,-0.189,0.172,0.067,0.498,28.677637288374235,0.0333331012029227,STR VIP GABA
135,APOE4_Status_codes,Vip_2,0.0,-0.126,0.11,0.047,0.488,15.815813956225965,0.0,Vip_12
98,APOE4_Status_codes,Vip_2,0.0,-0.234,0.206,0.083,0.533,28.52601483010856,0.0,BG LAMP5-CXCL14 GABA
171,CPS,Vip_2,0.0,-0.43,0.427,0.164,0.505,15.689126290022005,-0.0244057875803411,STRv D1 NUDAP MSN
98,APOE4_Status_codes,Vip_2,0.0,-0.203,0.175,0.069,0.52,29.247346268801948,0.0,STRv D1 MSN
171,CPS_6e10,Vip_2,0.0,-0.29,0.371,0.131,0.565,15.483933001369124,0.0,Vip_14
63,Sex_codes,Vip_2,0.0,-0.103,0.107,0.042,0.449,28.52601483010856,0.0,BG LAMP5-CXCL14 GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.209,0.193,0.071,0.498,16.00951960552036,0.0,Vip_4
96,APOE4_Status_codes,Vip_2,0.0,-0.114,0.112,0.045,0.493,15.79351985622158,0.0,STR TAC3-PLPP4 GABA
98,APOE4_Status_codes,Vip_2,0.0,-0.161,0.15,0.056,0.516,28.898507801544408,0.0,STRv D2 MSN
131,Thal_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,16.337201875870104,0.0,Vip_2
171,CPS_AT8,Vip_2,0.0,-0.459,0.451,0.18,0.509,16.38804364014454,-0.0287206957595785,STR SST-RSPO2 GABA
96,APOE4_Status_codes,Vip_2,0.0,-0.114,0.124,0.043,0.492,15.967016784041608,0.0,STR SST-RSPO2 GABA
96,APOE4_Status_codes,Vip_2,0.0,-0.123,0.113,0.046,0.477,16.236844300169988,0.0,STRd D2 Striosome MSN
131,ADNC_codes,Vip_2,0.0,-0.334,0.41,0.14,0.477,15.862589044253896,-0.0250438444353339,STRd D1 Matrix MSN
61,Sex_codes,Vip_2,0.0,-0.118,0.113,0.041,0.472,15.92387962428587,0.0,Vip_23
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.185,0.197,0.074,0.514,20.41829837525349,0.0,Vip_4
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.216,0.251,0.089,0.488,15.850200722753176,0.0,Vip_23
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.188,0.254,0.083,0.502,16.099070717974737,0.0,STR SST-RSPO2 GABA
61,Sex_codes,Vip_2,0.0,-0.142,0.115,0.045,0.485,20.42842383598596,0.0,Vip_23
96,APOE4_Status_codes,Vip_2,0.0,-0.16,0.159,0.058,0.478,20.59284429308769,0.0,Vip_13
131,Thal_codes,Vip_2,0.0,-0.272,0.255,0.108,0.532,15.772054947520804,0.0,STR FS PTHLH-PVALB GABA
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.199,0.23,0.077,0.479,15.780011493444094,0.0,Vip_16
133,Braak_codes,Vip_2,0.0,-0.35,0.93,0.276,0.48,9.808266503758755,-1.540208127535862,BG LAMP5-CXCL14 GABA
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.204,0.261,0.087,0.513,16.613954167053148,0.0,Vip_13
27,method[T.10xV3.1_HT],Vip_2,0.0,0.0,0.0,0.0,0.0,15.893791777963337,0.0,Vip_2
26,Age_at_Death_binned_codes,Vip_2,0.0,-0.163,0.246,0.08,0.529,15.772054947520804,0.0,STR FS PTHLH-PVALB GABA
131,ADNC_codes,Vip_2,0.0,-0.473,0.416,0.168,0.491,14.972416885263293,-0.1618222442518296,STRd D2 Matrix MSN
135,APOE4_Status_codes,Vip_2,0.0,-0.123,0.133,0.044,0.487,15.920907119329932,0.0,Vip_9
99,Sex_codes,Vip_2,0.0,-0.111,0.092,0.036,0.461,15.561209955046046,0.0,Sst Chodl_2
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.237,0.221,0.087,0.52,17.096950109029883,0.0,STR TAC3-PLPP4-LHX8 GABA
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.203,0.208,0.073,0.495,15.561209955046046,0.0,Sst Chodl_2
135,APOE4_Status_codes,Vip_2,0.0,-0.114,0.13,0.047,0.489,16.76422338805667,0.0,Vip_23
171,CPS,Vip_2,0.0,-0.442,0.453,0.161,0.474,16.068124564468736,0.0,STRd D2 Matrix MSN
131,ADNC_codes,Vip_2,0.0,-0.454,0.587,0.203,0.474,13.04142903247594,-0.6590411459137746,Vip_13
99,Sex_codes,Vip_2,0.0,-0.129,0.109,0.043,0.474,16.840990696133428,0.0,STRv D1 MSN
96,APOE4_Status_codes,Vip_2,0.0,-0.103,0.146,0.051,0.487,16.14035272500327,0.0,STRd D1 Matrix MSN
99,Sex_codes,Vip_2,0.0,-0.119,0.141,0.048,0.467,16.613954167053148,0.0,Vip_13
135,APOE4_Status_codes,Vip_2,0.0,-0.156,0.109,0.048,0.479,15.78728635708294,0.0,STR FS PTHLH-PVALB GABA
171,CPS_AT8,Vip_2,0.0,-0.508,0.474,0.185,0.526,16.691667946010767,0.0,STRd D1 Striosome MSN
99,Sex_codes,Vip_2,0.0,-0.143,0.122,0.047,0.49,15.492871788235488,0.0,Vip_12
135,APOE4_Status_codes,Vip_2,0.0,-0.123,0.137,0.05,0.488,15.85879696951656,0.0,STRd D2 Matrix MSN
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.303,0.265,0.109,0.52,15.561209955046046,0.0,Sst Chodl_2
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.19,0.239,0.087,0.521,15.46703724066005,0.0,LSX GABA
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.302,0.25,0.098,0.465,15.920907119329932,0.0,Vip_9
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.229,0.306,0.102,0.495,15.46584659443534,0.0,Vip_6
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.204,0.231,0.085,0.488,17.096950109029883,0.0,STR TAC3-PLPP4-LHX8 GABA
171,CPS_AT8,Vip_2,0.0,-0.466,0.533,0.186,0.526,16.53101930843425,0.0,Vip_5
99,Sex_codes,Vip_2,0.0,-0.11,0.099,0.042,0.474,15.850200722753176,0.0,Vip_23
61,Sex_codes,Vip_2,0.0,0.0,0.0,0.0,0.0,21.59029957068953,0.0,Vip_2
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.206,0.276,0.092,0.51,16.90960100791704,0.0,Vip_19
27,method[T.10xV3.1_HT],Vip_2,0.0,-0.237,0.241,0.094,0.503,15.46703724066005,0.0,LSX GABA
63,Age_at_Death_binned_codes,Vip_2,0.0,-0.201,0.31,0.094,0.519,16.691667946010767,0.0,STRd D1 Striosome MSN
135,APOE4_Status_codes,Vip_2,0.0,-0.126,0.115,0.042,0.478,15.483933001369124,0.0,Vip_14
63,Sex_codes,Vip_2,0.0,-0.125,0.076,0.04,0.476,28.93675090986021,0.0,Vip_23
63,Sex_codes,Vip_2,0.0,-0.095,0.107,0.04,0.541,21.218276797080105,0.0,STRd D1 Striosome MSN
134,Thal_codes,Vip_21,0.0,-0.418,0.347,0.141,0.517,16.456262762486535,0.0,STR PVALB-RSPO2 GABA
101,Sex_codes,Vip_21,0.0,-0.106,0.088,0.036,0.489,16.066094661968453,0.0,LSX GABA
99,APOE4_Status_codes,Vip_21,0.0,-0.187,0.081,0.049,0.495,16.508683330674323,0.0,Vip_15
99,APOE4_Status_codes,Vip_21,0.0,-0.184,0.163,0.063,0.467,21.03591667763768,0.0,STRd D2 StrioMat Hybrid MSN
173,CPS_6e10,Vip_21,0.0,-0.311,0.35,0.123,0.488,16.16349300930257,0.0,STRd D2 StrioMat Hybrid MSN
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.219,0.157,0.074,0.52,16.58936041377537,0.0,STR SST-RSPO2 GABA
64,Sex_codes,Vip_21,0.0,-0.105,0.125,0.041,0.439,21.03591667763768,0.0,STRd D2 StrioMat Hybrid MSN
173,CPS_AT8,Vip_21,0.0,-0.469,0.495,0.174,0.508,17.099313477785188,0.0,Vip_18
101,Sex_codes,Vip_21,0.0,-0.12,0.081,0.036,0.445,16.39718295899471,0.0,STRd D1D2 Hybrid MSN
30,Age_at_Death_binned_codes,Vip_21,0.0,-0.174,0.238,0.078,0.502,30.815763876871344,0.0,Vip_6
173,CPS,Vip_21,0.0,-0.405,0.397,0.145,0.483,16.57904358189538,0.0,Vip_19
137,APOE4_Status_codes,Vip_21,0.0,-0.138,0.153,0.048,0.458,17.348990853509772,0.0,Vip_6
137,APOE4_Status_codes,Vip_21,0.0,-0.141,0.099,0.05,0.536,15.757664983283714,0.0,STR TAC3-PLPP4 GABA
173,CPS,Vip_21,0.0,-0.441,0.393,0.141,0.464,16.43350743476271,0.0,Vip_2
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.205,0.227,0.076,0.491,16.65985439919618,0.0,STR TAC3-PLPP4-LHX8 GABA
134,Thal_codes,Vip_21,0.0,-0.396,0.333,0.136,0.506,16.59584031093955,0.0,STR VIP GABA
101,Sex_codes,Vip_21,0.0,-0.106,0.086,0.036,0.47,17.263655352438267,0.0,STRd D2 StrioMat Hybrid MSN
64,Sex_codes,Vip_21,0.0,-0.111,0.108,0.043,0.495,16.46885180181645,0.0,STRd D2 StrioMat Hybrid MSN
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.244,0.27,0.092,0.485,16.332911198834324,0.0,Vip_23
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.195,0.271,0.084,0.522,16.637072799974,0.0,LSX GABA
134,ADNC_codes,Vip_21,0.0,-0.462,0.417,0.165,0.482,15.740069114369634,-0.1618222442518299,STRd D2 Matrix MSN
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.28,0.243,0.097,0.49,16.177296880272284,0.0,Vip_19
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.233,0.227,0.087,0.49,17.05150678111814,0.0,Vip_5
137,APOE4_Status_codes,Vip_21,0.0,-0.147,0.119,0.048,0.488,16.334549345031753,0.0,Vip_11
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.251,0.218,0.088,0.519,16.742123644058747,0.0,Vip_1
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.174,0.17,0.064,0.525,22.302811862011243,0.0,STRv D1 MSN
100,APOE4_Status_codes,Vip_21,0.0,-0.197,0.207,0.072,0.5,30.815763876871344,0.0,Vip_6
173,CPS_AT8,Vip_21,0.0,-0.428,0.48,0.169,0.488,17.263655352438267,0.0,STRd D2 StrioMat Hybrid MSN
101,Sex_codes,Vip_21,0.0,-0.106,0.083,0.036,0.497,16.43350743476271,0.0,Vip_2
137,APOE4_Status_codes,Vip_21,0.0,-0.112,0.145,0.05,0.533,16.532162016143143,0.0,Sst Chodl_1
173,CPS_6e10,Vip_21,0.0,-0.365,0.301,0.126,0.498,16.20376276874384,0.0,STR TAC3-PLPP4-LHX8 GABA
64,Sex_codes,Vip_21,0.0,-0.094,0.139,0.047,0.515,22.302811862011243,0.0,STRv D1 MSN
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.199,0.217,0.079,0.508,16.346941218340266,0.0,Vip_16
101,Sex_codes,Vip_21,0.0,-0.093,0.11,0.037,0.489,16.140416750294964,0.0,Sst Chodl_1
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.217,0.188,0.086,0.55,16.520795711413136,0.0,Vip_1
134,Thal_codes,Vip_21,0.0,-0.406,0.274,0.133,0.49,16.656033010038577,0.0,Sst Chodl_1
99,APOE4_Status_codes,Vip_21,0.0,-0.182,0.189,0.074,0.503,21.41387150319276,0.0,Sst Chodl_1
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.244,0.25,0.095,0.516,16.099388281554987,0.0,Sst Chodl_2
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.243,0.241,0.094,0.53,17.63525619813543,0.0,STR TAC3-PLPP4-LHX8 GABA
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.198,0.307,0.091,0.528,17.343936338298025,0.0,Vip_13
137,APOE4_Status_codes,Vip_21,0.0,-0.135,0.12,0.05,0.526,17.025099792579077,0.0,Vip_4
173,CPS_6e10,Vip_21,0.0,-0.33,0.283,0.122,0.524,15.757664983283714,0.0,STR TAC3-PLPP4 GABA
101,Sex_codes,Vip_21,0.0,-0.12,0.099,0.044,0.508,17.23318976376256,0.0,Vip_16
101,Sex_codes,Vip_21,0.0,-0.093,0.121,0.04,0.508,17.099313477785188,0.0,Vip_18
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.204,0.176,0.069,0.521,16.35968122107288,0.0,Vip_23
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.296,0.164,0.079,0.542,16.47660532597392,0.0,STR TAC3-PLPP4-LHX8 GABA
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.255,0.215,0.091,0.526,17.444083926698617,0.0,OB-in Frmd7 Gaba
64,Sex_codes,Vip_21,0.0,-0.113,0.092,0.039,0.475,21.41387150319276,0.0,Sst Chodl_1
134,Thal_codes,Vip_21,0.0,-0.423,0.302,0.134,0.493,16.519229780138943,0.0,STR SST-RSPO2 GABA
99,APOE4_Status_codes,Vip_21,0.0,-0.169,0.126,0.052,0.457,22.302811862011243,0.0,STRv D1 MSN
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.211,0.196,0.076,0.534,16.43350743476271,0.0,Vip_2
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.228,0.171,0.08,0.522,16.508683330674323,0.0,Vip_15
135,Braak_codes,Vip_21,0.0,-0.532,0.891,0.24,0.368,10.640923207117314,-1.5340452292352296,Vip_6
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.292,0.228,0.095,0.49,17.322690084051306,0.0,Vip_12
173,CPS_AT8,Vip_21,0.0,-0.507,0.486,0.179,0.491,17.025099792579077,0.0,Vip_4
29,Age_at_Death_binned_codes,Vip_21,0.0,-0.18,0.202,0.076,0.528,16.594657702391867,0.0,LSX GABA
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.289,0.271,0.098,0.517,16.00711084709298,0.0,STRv D1 NUDAP MSN
173,CPS_AT8,Vip_21,0.0,-0.465,0.539,0.185,0.506,17.463432869831916,0.0,STR VIP GABA
101,Sex_codes,Vip_21,0.0,-0.121,0.109,0.041,0.503,17.423942509645578,0.0,Vip_14
65,Age_at_Death_binned_codes,Vip_21,0.0,-0.216,0.204,0.081,0.506,16.027377708975543,0.0,BG LAMP5-CXCL14 GABA
137,APOE4_Status_codes,Vip_21,0.0,-0.135,0.099,0.049,0.517,17.197973924639633,0.0,BG LAMP5-CXCL14 GABA
29,method[T.10xV3.1_HT],Vip_21,0.0,-0.242,0.223,0.082,0.49,16.520795711413136,0.0,Vip_1
173,CPS,Vip_21,0.0,-0.455,0.408,0.164,0.514,16.334549345031753,0.0,Vip_11
99,APOE4_Status_codes,Vip_21,0.0,-0.153,0.1,0.053,0.494,16.46055998857752,0.0,Vip_13
